origin,asylum_residence,time,displaced_population
eri,bwa,2002,7
eri,bwa,2003,7
eri,bwa,2004,7
eri,bwa,2005,7
eri,bwa,2006,8
eri,bwa,2007,4
eri,bwa,2008,9
eri,bwa,2009,9
eri,bwa,2010,8
eri,bwa,2011,8
eri,bwa,2012,1
eri,bwa,2015,10
eri,bwa,2016,10
eri,bwa,2017,10
eri,bwa,2018,10
eri,can,1994,6
eri,can,1995,17
eri,can,1996,36
eri,can,1997,72
eri,can,1998,109
eri,can,1999,153
eri,can,2000,278
eri,can,2001,504
eri,can,2002,593
eri,can,2003,705
eri,can,2004,992
eri,can,2005,1312
eri,can,2006,1752
eri,can,2007,897
eri,can,2008,1113
eri,can,2009,1192
eri,can,2010,1383
eri,can,2011,1500
eri,can,2012,1733
eri,can,2013,1859
eri,can,2014,1866
eri,can,2015,1960
eri,can,2016,2416
eri,can,2017,2996
eri,can,2018,3504
eri,che,1998,15
eri,che,1999,89
eri,che,2000,544
eri,che,2001,353
eri,che,2002,376
eri,che,2003,366
eri,che,2004,325
eri,che,2005,400
eri,che,2006,1550
eri,che,2007,2845
eri,che,2008,5720
eri,che,2009,6700
eri,che,2010,8093
eri,che,2011,10911
eri,che,2012,14745
eri,che,2013,16804
eri,che,2014,22556
eri,che,2015,30588
eri,che,2016,33608
eri,che,2017,35461
eri,che,2018,36331
eri,chl,2005,1
eri,chl,2006,1
eri,chl,2007,1
eri,chl,2008,1
eri,chn,2005,3
eri,chn,2006,3
eri,chn,2007,6
eri,chn,2008,1
eri,chn,2009,1
eri,chn,2010,1
eri,chn,2011,1
eri,chn,2012,4
eri,chn,2013,4
eri,chn,2014,4
eri,chn,2016,2
eri,civ,2000,1
eri,civ,2001,2
eri,civ,2002,1
eri,civ,2003,2
eri,civ,2004,2
eri,civ,2005,1
eri,civ,2006,5
eri,civ,2008,1
eri,civ,2009,3
eri,civ,2010,5
eri,civ,2011,2
eri,civ,2012,4
eri,civ,2013,1
eri,civ,2014,1
eri,civ,2015,1
eri,cmr,2008,2
eri,cmr,2009,2
eri,cmr,2010,1
eri,cmr,2011,7
eri,cmr,2012,6
eri,cmr,2013,2
eri,cmr,2014,1
eri,cmr,2015,1
eri,cmr,2016,3
eri,cod,2010,1
eri,cod,2011,1
eri,cod,2012,1
eri,cod,2013,3
eri,cod,2014,2
eri,cod,2016,3
eri,col,2007,5
eri,col,2008,17
eri,col,2009,31
eri,col,2010,35
eri,col,2011,35
eri,col,2012,4
eri,col,2013,4
eri,col,2014,11
eri,col,2015,4
eri,col,2016,4
eri,col,2017,4
eri,cri,2007,2
eri,cri,2008,4
eri,cri,2009,38
eri,cri,2010,4
eri,cri,2011,6
eri,cri,2012,4
eri,cri,2013,4
eri,cri,2014,4
eri,cri,2015,11
eri,cri,2016,9
eri,cri,2017,5
eri,cri,2018,5
eri,cub,2000,4
eri,cub,2001,3
eri,cub,2002,2
eri,cub,2003,2
eri,cub,2004,2
eri,cub,2005,2
eri,cub,2006,2
eri,cub,2007,6
eri,cub,2008,8
eri,cub,2009,2
eri,cub,2010,10
eri,cub,2011,9
eri,cub,2012,8
eri,cub,2015,16
eri,cub,2016,20
eri,cub,2017,20
eri,cub,2018,17
eri,cyp,2003,1
eri,cyp,2004,2
eri,cyp,2005,3
eri,cyp,2006,5
eri,cyp,2007,4
eri,cyp,2008,3
eri,cyp,2009,1
eri,cyp,2010,3
eri,cyp,2011,2
eri,cyp,2012,2
eri,cyp,2013,5
eri,cyp,2014,5
eri,cyp,2015,5
eri,cyp,2016,17
eri,cyp,2017,53
eri,cyp,2018,53
eri,cze,2000,1
eri,cze,2008,1
eri,cze,2009,2
eri,cze,2010,1
eri,cze,2011,1
eri,cze,2012,12
eri,cze,2013,13
eri,cze,2014,11
eri,cze,2015,17
eri,cze,2016,17
eri,cze,2017,17
eri,cze,2018,13
eri,deu,2000,125
eri,deu,2001,210
eri,deu,2002,2844
eri,deu,2003,3074
eri,deu,2004,3208
eri,deu,2005,3881
eri,deu,2006,3136
eri,deu,2007,3429
eri,deu,2008,3831
eri,deu,2009,4592
eri,deu,2010,5055
eri,deu,2011,5368
eri,deu,2012,5854
eri,deu,2013,8085
eri,deu,2014,20535
eri,deu,2015,27696
eri,deu,2016,45420
eri,deu,2017,56158
eri,deu,2018,61248
eri,dji,1981,500
eri,dji,1982,200
eri,dji,2002,8
eri,dji,2003,70
eri,dji,2004,86
eri,dji,2005,100
eri,dji,2006,80
eri,dji,2007,195
eri,dji,2008,375
eri,dji,2009,755
eri,dji,2010,596
eri,dji,2011,860
eri,dji,2012,1042
eri,dji,2013,1201
eri,dji,2014,1240
eri,dji,2015,969
eri,dji,2016,1072
eri,dji,2017,1193
eri,dji,2018,860
eri,dnk,1999,25
eri,dnk,2000,36
eri,dnk,2001,31
eri,dnk,2002,30
eri,dnk,2003,39
eri,dnk,2004,60
eri,dnk,2005,64
eri,dnk,2006,62
eri,dnk,2007,17
eri,dnk,2008,21
eri,dnk,2009,36
eri,dnk,2010,49
eri,dnk,2011,41
eri,dnk,2012,62
eri,dnk,2013,127
eri,dnk,2014,1587
eri,dnk,2015,3389
eri,dnk,2016,3780
eri,dnk,2017,4193
eri,dnk,2018,4932
eri,dom,2015,2
eri,dza,1995,5
eri,dza,2006,1
eri,dza,2008,1
eri,dza,2012,1
eri,dza,2013,1
eri,dza,2014,2
eri,dza,2015,1
eri,dza,2016,1
eri,ecu,2007,3
eri,ecu,2008,3
eri,ecu,2009,41
eri,ecu,2010,86
eri,ecu,2011,12
eri,ecu,2012,11
eri,ecu,2013,11
eri,ecu,2014,11
eri,ecu,2015,11
eri,ecu,2017,11
eri,ecu,2018,11
eri,egy,1993,2
eri,egy,1994,15
eri,egy,1995,9
eri,egy,1996,10
eri,egy,1997,6
eri,egy,2000,206
eri,egy,2001,373
eri,egy,2002,309
eri,egy,2003,319
eri,egy,2004,207
eri,egy,2005,294
eri,egy,2006,420
eri,egy,2007,1122
eri,egy,2008,1520
eri,egy,2009,1516
eri,egy,2010,1559
eri,egy,2011,1917
eri,egy,2012,2232
eri,egy,2013,2873
eri,egy,2014,2735
eri,egy,2015,3836
eri,egy,2016,7132
eri,egy,2017,12693
eri,egy,2018,15442
eri,eri,2000,1100000
eri,eri,2006,32
eri,eri,2012,64
eri,eri,2013,64
eri,eri,2014,21
eri,eri,2015,6
eri,eri,2016,16
eri,eri,2017,487
eri,eri,2018,318
eri,esp,1999,1
eri,esp,2000,1
eri,esp,2001,2
eri,esp,2002,4
eri,esp,2003,4
eri,esp,2004,4
eri,esp,2005,5
eri,esp,2006,5
eri,esp,2007,14
eri,esp,2008,15
eri,esp,2009,16
eri,esp,2010,40
eri,esp,2011,20
eri,esp,2012,58
eri,esp,2013,46
eri,esp,2014,52
eri,esp,2015,61
eri,esp,2016,111
eri,esp,2017,266
eri,esp,2018,319
eri,est,2014,1
eri,est,2015,1
eri,est,2016,1
eri,est,2017,5
eri,eth,2000,3276
eri,eth,2001,4212
eri,eth,2002,5234
eri,eth,2003,6754
eri,eth,2004,8719
eri,eth,2005,10700
eri,eth,2006,13079
eri,eth,2007,20758
eri,eth,2008,21732
eri,eth,2009,36629
eri,eth,2010,44934
eri,eth,2011,54946
eri,eth,2012,63823
eri,eth,2013,84390
eri,eth,2014,123893
eri,eth,2015,155453
eri,eth,2016,165678
eri,eth,2017,164871
eri,eth,2018,174104
eri,fin,1998,1
eri,fin,1999,1
eri,fin,2000,1
eri,fin,2001,1
eri,fin,2002,1
eri,fin,2003,48
eri,fin,2004,49
eri,fin,2005,50
eri,fin,2006,51
eri,fin,2007,4
eri,fin,2008,7
eri,fin,2009,13
eri,fin,2010,12
eri,fin,2011,21
eri,fin,2012,23
eri,fin,2013,25
eri,fin,2014,32
eri,fin,2015,67
eri,fin,2016,417
eri,fin,2017,840
eri,fin,2018,852
eri,fji,2011,1
eri,fji,2012,1
eri,fji,2013,1
eri,fji,2014,1
eri,fji,2015,1
eri,fji,2016,1
eri,fra,1995,1
eri,fra,1996,2
eri,fra,1998,3
eri,fra,2001,17
eri,fra,2002,20
eri,fra,2003,22
eri,fra,2004,31
eri,fra,2005,63
eri,fra,2006,104
eri,fra,2007,162
eri,fra,2008,222
eri,fra,2009,369
eri,fra,2010,663
eri,fra,2011,1093
eri,fra,2012,1316
eri,fra,2013,1789
eri,fra,2014,2161
eri,fra,2015,3128
eri,fra,2016,3800
eri,fra,2017,4608
eri,fra,2018,6132
eri,gab,1999,1
eri,gab,2000,1
eri,gab,2001,1
eri,gbr,2002,975
eri,gbr,2003,1748
eri,gbr,2004,2404
eri,gbr,2005,3617
eri,gbr,2006,4901
eri,gbr,2007,6427
eri,gbr,2008,7701
eri,gbr,2009,8829
eri,gbr,2010,9430
eri,gbr,2011,10297
eri,gbr,2012,10278
eri,gbr,2013,10810
eri,gbr,2014,13239
eri,gbr,2015,15103
eri,gbr,2016,15232
eri,gbr,2017,14540
eri,gbr,2018,14874
eri,geo,2017,69
eri,gha,1993,1
eri,gha,1994,1
eri,gha,1995,1
eri,gha,1996,1
eri,gha,2001,2
eri,gha,2002,2
eri,gha,2003,3
eri,gha,2004,2
eri,gha,2005,2
eri,gha,2006,2
eri,gha,2007,3
eri,gha,2008,2
eri,gha,2009,3
eri,gha,2010,8
eri,gha,2011,9
eri,gha,2012,10
eri,gha,2013,18
eri,gha,2014,20
eri,gha,2015,27
eri,gha,2016,94
eri,gha,2017,145
eri,gha,2018,167
eri,gin,2014,4
eri,gin,2015,4
eri,gmb,2001,1
eri,gmb,2002,1
eri,gmb,2003,1
eri,gmb,2009,1
eri,gmb,2010,2
eri,gmb,2011,2
eri,gmb,2012,2
eri,gmb,2013,2
eri,gmb,2014,1
eri,gnb,2010,1
eri,grc,2000,6
eri,grc,2001,32
eri,grc,2002,3
eri,grc,2003,28
eri,grc,2004,21
eri,grc,2005,9
eri,grc,2006,4
eri,grc,2007,18
eri,grc,2008,33
eri,grc,2009,5
eri,grc,2010,73
eri,grc,2011,5
eri,grc,2012,7
eri,grc,2013,303
eri,grc,2014,300
eri,grc,2015,395
eri,grc,2016,689
eri,grc,2017,1055
eri,grc,2018,1237
eri,hkg,2000,2
eri,hkg,2001,2
eri,hkg,2002,11
eri,hkg,2003,1
eri,hkg,2004,3
eri,hkg,2005,3
eri,hkg,2006,3
eri,hkg,2007,5
eri,hkg,2008,11
eri,hkg,2009,7
eri,hkg,2010,8
eri,hkg,2011,10
eri,hkg,2012,9
eri,hkg,2013,8
eri,hkg,2014,7
eri,hkg,2015,5
eri,hnd,2005,2
eri,hrv,2009,1
eri,hrv,2011,3
eri,hrv,2012,9
eri,hrv,2013,3
eri,hrv,2014,4
eri,hrv,2015,4
eri,hrv,2016,14
eri,hrv,2017,19
eri,hrv,2018,21
eri,hun,2000,7
eri,hun,2001,1
eri,hun,2004,3
eri,hun,2005,3
eri,hun,2006,3
eri,hun,2007,4
eri,hun,2008,3
eri,hun,2009,3
eri,hun,2010,2
eri,hun,2011,2
eri,hun,2012,4
eri,hun,2013,24
eri,hun,2014,51
eri,hun,2015,143
eri,hun,2016,56
eri,hun,2017,48
eri,hun,2018,48
eri,idn,2012,4
eri,idn,2013,25
eri,idn,2014,25
eri,idn,2015,34
eri,idn,2016,54
eri,idn,2017,57
eri,idn,2018,225
eri,ind,2002,7
eri,ind,2003,7
eri,ind,2004,10
eri,ind,2005,15
eri,ind,2006,13
eri,ind,2007,18
eri,ind,2008,19
eri,ind,2009,27
eri,ind,2010,44
eri,ind,2011,51
eri,ind,2012,60
eri,ind,2013,71
eri,ind,2014,56
eri,ind,2015,47
eri,ind,2016,38
eri,ind,2017,35
eri,ind,2018,27
eri,irl,2000,3
eri,irl,2001,7
eri,irl,2002,7
eri,irl,2003,29
eri,irl,2004,52
eri,irl,2005,48
eri,irl,2006,90
eri,irl,2007,136
eri,irl,2008,158
eri,irl,2009,141
eri,irl,2010,164
eri,irl,2011,161
eri,irl,2012,159
eri,irl,2013,86
eri,irl,2014,65
eri,irl,2015,56
eri,irl,2016,52
eri,irl,2017,57
eri,irl,2018,79
eri,irq,1979,400
eri,irq,1980,400
eri,irq,1981,1200
eri,irq,1982,1200
eri,irq,1983,1200
eri,irq,1984,1200
eri,irq,1985,1200
eri,irq,1991,590
eri,irq,1992,600
eri,irq,1993,650
eri,irq,1994,650
eri,irq,1995,702
eri,irq,1996,598
eri,irq,1997,582
eri,irq,1998,582
eri,irq,1999,574
eri,irq,2000,572
eri,irq,2001,573
eri,irq,2014,4
eri,irq,2015,4
eri,irq,2016,4
eri,irq,2017,4
eri,irq,2018,24
eri,isl,2003,1
eri,isl,2005,1
eri,isl,2006,1
eri,isl,2007,2
eri,isl,2008,2
eri,isl,2009,4
eri,isl,2010,5
eri,isl,2011,7
eri,isl,2012,7
eri,isl,2013,11
eri,isl,2014,10
eri,isl,2015,9
eri,isl,2016,9
eri,isl,2017,11
eri,isl,2018,10
eri,isr,2000,30
eri,isr,2001,87
eri,isr,2002,88
eri,isr,2003,7
eri,isr,2004,7
eri,isr,2005,125
eri,isr,2006,118
eri,isr,2007,1882
eri,isr,2008,5083
eri,isr,2009,11852
eri,isr,2010,16997
eri,isr,2011,31144
eri,isr,2012,37350
eri,isr,2013,35214
eri,isr,2014,32668
eri,isr,2015,27812
eri,isr,2016,27812
eri,isr,2017,26563
eri,isr,2018,24295
eri,ita,1980,142
eri,ita,1981,142
eri,ita,1982,185
eri,ita,1983,185
eri,ita,1984,185
eri,ita,1985,185
eri,ita,1986,177
eri,ita,1987,167
eri,ita,1988,133
eri,ita,1989,43
eri,ita,1990,43
eri,ita,1991,43
eri,ita,1997,1
eri,ita,1998,1
eri,ita,1999,3
eri,ita,2000,16
eri,ita,2001,40
eri,ita,2002,94
eri,ita,2003,177
eri,ita,2004,785
eri,ita,2005,2705
eri,ita,2006,5021
eri,ita,2007,7404
eri,ita,2008,9033
eri,ita,2009,10377
eri,ita,2010,11011
eri,ita,2011,11206
eri,ita,2012,11962
eri,ita,2013,13825
eri,ita,2014,13671
eri,ita,2015,12543
eri,ita,2016,17732
eri,ita,2017,26510
eri,ita,2018,20401
eri,jor,1995,11
eri,jor,1996,20
eri,jor,2000,16
eri,jor,2001,13
eri,jor,2002,9
eri,jor,2003,7
eri,jor,2004,4
eri,jor,2005,5
eri,jor,2006,2
eri,jor,2007,2
eri,jor,2008,1
eri,jor,2009,5
eri,jor,2010,8
eri,jor,2011,14
eri,jor,2012,10
eri,jor,2013,35
eri,jor,2014,46
eri,jor,2015,45
eri,jor,2016,38
eri,jor,2017,41
eri,jor,2018,53
eri,jpn,2015,2
eri,ken,1995,10
eri,ken,1998,16
eri,ken,1999,91
eri,ken,2000,962
eri,ken,2001,1445
eri,ken,2002,557
eri,ken,2003,503
eri,ken,2004,584
eri,ken,2005,666
eri,ken,2006,747
eri,ken,2007,757
eri,ken,2008,891
eri,ken,2009,1331
eri,ken,2010,1686
eri,ken,2011,1820
eri,ken,2012,1880
eri,ken,2013,1748
eri,ken,2014,1566
eri,ken,2015,1625
eri,ken,2016,1590
eri,ken,2017,1341
eri,ken,2018,1806
eri,khm,2014,4
eri,khm,2015,4
eri,khm,2016,1
eri,kor,2001,1
eri,kor,2002,1
eri,kor,2003,1
eri,kor,2004,1
eri,kor,2005,1
eri,kor,2006,1
eri,kor,2007,1
eri,kor,2008,1
eri,kor,2009,1
eri,kor,2010,1
eri,kor,2011,1
eri,kor,2012,1
eri,kor,2013,1
eri,kor,2014,3
eri,kor,2015,3
eri,kor,2016,4
eri,kor,2017,9
eri,kor,2018,9
eri,kwt,2007,5
eri,kwt,2008,5
eri,kwt,2009,6
eri,kwt,2010,11
eri,kwt,2011,6
eri,kwt,2012,10
eri,kwt,2013,27
eri,kwt,2014,28
eri,kwt,2015,23
eri,kwt,2016,23
eri,kwt,2017,24
eri,kwt,2018,29
eri,lbn,2001,40
eri,lbn,2002,1
eri,lbn,2003,2
eri,lbn,2004,4
eri,lbn,2005,4
eri,lbn,2006,2
eri,lbn,2007,8
eri,lbn,2008,5
eri,lbn,2009,3
eri,lbn,2010,8
eri,lbn,2011,9
eri,lbn,2012,6
eri,lbn,2013,39
eri,lbn,2014,40
eri,lbn,2015,87
eri,lbn,2016,78
eri,lbn,2017,59
eri,lbn,2018,49
eri,lbr,2013,1
eri,lbr,2014,2
eri,lbr,2015,1
eri,lbr,2016,1
eri,lby,1993,273
eri,lby,1994,703
eri,lby,1995,765
eri,lby,1996,1423
eri,lby,1997,940
eri,lby,1998,40
eri,lby,2003,5
eri,lby,2004,52
eri,lby,2005,52
eri,lby,2006,330
eri,lby,2007,521
eri,lby,2008,1453
eri,lby,2009,2065
eri,lby,2010,2600
eri,lby,2011,2264
eri,lby,2012,1690
eri,lby,2013,3496
eri,lby,2014,4719
eri,lby,2015,4646
eri,lby,2016,4637
eri,lby,2017,5132
eri,lby,2018,7770
eri,lie,2009,16
eri,lie,2010,9
eri,lie,2011,16
eri,lie,2012,14
eri,lie,2013,14
eri,lie,2014,18
eri,lie,2015,22
eri,lie,2016,22
eri,lie,2017,11
eri,lie,2018,12
eri,lka,2012,1
eri,lka,2014,2
eri,lso,2011,2
eri,lso,2012,2
eri,lso,2013,2
eri,lso,2014,2
eri,lso,2015,1
eri,lso,2016,5
eri,lso,2017,5
eri,ltu,2007,3
eri,ltu,2008,3
eri,ltu,2009,3
eri,ltu,2010,3
eri,ltu,2011,3
eri,ltu,2012,9
eri,ltu,2013,10
eri,ltu,2014,10
eri,ltu,2015,11
eri,ltu,2016,11
eri,ltu,2017,38
eri,ltu,2018,40
eri,lux,2009,6
eri,lux,2010,8
eri,lux,2013,28
eri,lux,2014,75
eri,lux,2015,110
eri,lux,2016,207
eri,lux,2017,324
eri,lux,2018,379
eri,lva,2013,1
eri,lva,2014,1
eri,lva,2015,1
eri,lva,2016,11
eri,lva,2017,30
eri,lva,2018,37
eri,mar,2000,8
eri,mar,2001,8
eri,mar,2002,8
eri,mar,2003,8
eri,mar,2006,2
eri,mar,2007,2
eri,mar,2008,3
eri,mar,2009,7
eri,mar,2010,11
eri,mar,2011,10
eri,mar,2012,4
eri,mar,2013,7
eri,mar,2014,2
eri,mar,2015,2
eri,mar,2016,2
eri,mar,2018,9
eri,mda,2000,1
eri,mda,2001,3
eri,mda,2002,2
eri,mda,2003,2
eri,mda,2004,2
eri,mda,2005,2
eri,mda,2006,2
eri,mda,2007,2
eri,mda,2008,1
eri,mda,2013,1
eri,mda,2014,1
eri,mda,2015,1
eri,mex,2001,3
eri,mex,2002,3
eri,mex,2003,5
eri,mex,2004,39
eri,mex,2005,15
eri,mex,2006,13
eri,mex,2007,5
eri,mex,2008,4
eri,mex,2009,4
eri,mex,2010,1
eri,mex,2011,2
eri,mex,2012,5
eri,mex,2013,7
eri,mex,2014,11
eri,mex,2015,7
eri,mex,2016,9
eri,mex,2017,7
eri,mex,2018,7
eri,mkd,2010,2
eri,mkd,2011,2
eri,mkd,2012,3
eri,mkd,2013,17
eri,mkd,2014,15
eri,mli,2008,5
eri,mli,2009,5
eri,mli,2010,5
eri,mli,2015,7
eri,mlt,2002,7
eri,mlt,2003,30
eri,mlt,2004,69
eri,mlt,2005,281
eri,mlt,2006,562
eri,mlt,2007,865
eri,mlt,2008,1023
eri,mlt,2009,1370
eri,mlt,2010,1354
eri,mlt,2011,1599
eri,mlt,2012,1943
eri,mlt,2013,2340
eri,mlt,2014,957
eri,mlt,2015,929
eri,mlt,2016,967
eri,mlt,2017,904
eri,mlt,2018,831
eri,mne,2013,66
eri,mne,2014,19
eri,moz,2000,2
eri,moz,2001,8
eri,moz,2002,8
eri,moz,2003,8
eri,moz,2004,2
eri,moz,2005,2
eri,moz,2006,1
eri,moz,2007,2
eri,moz,2008,1
eri,moz,2009,2
eri,moz,2010,2
eri,moz,2011,3
eri,moz,2012,3
eri,moz,2013,2
eri,moz,2014,2
eri,moz,2015,2
eri,moz,2016,1
eri,moz,2018,5
eri,mrt,2016,1
eri,mus,2016,1
eri,mwi,1999,9
eri,mwi,2002,4
eri,mwi,2003,4
eri,mwi,2004,4
eri,mwi,2005,8
eri,mwi,2006,4
eri,mwi,2007,1
eri,mwi,2008,1
eri,mwi,2009,1
eri,mwi,2010,1
eri,mwi,2011,1
eri,mys,2004,4
eri,mys,2005,6
eri,mys,2006,7
eri,mys,2007,6
eri,mys,2008,4
eri,mys,2009,6
eri,mys,2010,7
eri,mys,2011,7
eri,mys,2012,8
eri,mys,2013,6
eri,mys,2014,8
eri,mys,2015,12
eri,mys,2016,8
eri,mys,2017,11
eri,mys,2018,10
eri,nam,2006,1
eri,nam,2007,2
eri,nam,2008,3
eri,nam,2009,3
eri,nam,2010,3
eri,nam,2011,1
eri,nam,2012,1
eri,nam,2013,2
eri,nam,2014,2
eri,nam,2015,3
eri,nam,2016,3
eri,ner,2017,132
eri,ner,2018,790
eri,nga,2001,20
eri,nga,2002,20
eri,nga,2003,21
eri,nga,2004,21
eri,nga,2005,11
eri,nga,2006,11
eri,nga,2007,12
eri,nga,2008,14
eri,nga,2009,14
eri,nga,2010,19
eri,nga,2011,20
eri,nga,2012,19
eri,nga,2013,3
eri,nga,2014,20
eri,nga,2015,26
eri,nga,2016,37
eri,nga,2017,34
eri,nga,2018,34
eri,nic,2007,7
eri,nic,2010,1
eri,nld,1995,7
eri,nld,1996,26
eri,nld,1997,45
eri,nld,1998,67
eri,nld,1999,93
eri,nld,2000,596
eri,nld,2001,700
eri,nld,2002,603
eri,nld,2003,548
eri,nld,2004,571
eri,nld,2005,673
eri,nld,2006,796
eri,nld,2007,777
eri,nld,2008,917
eri,nld,2009,1467
eri,nld,2010,1671
eri,nld,2011,2047
eri,nld,2012,2270
eri,nld,2013,2807
eri,nld,2014,6485
eri,nld,2015,13186
eri,nld,2016,14094
eri,nld,2017,15008
eri,nld,2018,15696
eri,nor,1997,8
eri,nor,1998,17
eri,nor,1999,67
eri,nor,2000,89
eri,nor,2001,152
eri,nor,2002,195
eri,nor,2003,242
eri,nor,2004,305
eri,nor,2005,459
eri,nor,2006,966
eri,nor,2007,1525
eri,nor,2008,2987
eri,nor,2009,5025
eri,nor,2010,6068
eri,nor,2011,6998
eri,nor,2012,7937
eri,nor,2013,10542
eri,nor,2014,12871
eri,nor,2015,15150
eri,nor,2016,15536
eri,nor,2017,15898
eri,nor,2018,15372
eri,nzl,1996,21
eri,nzl,1997,22
eri,nzl,1998,32
eri,nzl,1999,51
eri,nzl,2000,81
eri,nzl,2001,63
eri,nzl,2002,63
eri,nzl,2003,132
eri,nzl,2004,120
eri,nzl,2005,98
eri,nzl,2006,98
eri,nzl,2007,6
eri,nzl,2008,8
eri,nzl,2009,8
eri,nzl,2010,9
eri,nzl,2011,8
eri,nzl,2012,8
eri,nzl,2013,8
eri,nzl,2014,7
eri,nzl,2015,9
eri,nzl,2016,6
eri,nzl,2017,7
eri,nzl,2018,7
eri,pak,2004,1
eri,pak,2005,2
eri,pak,2006,1
eri,pak,2007,1
eri,pak,2008,2
eri,pan,2007,3
eri,pan,2008,3
eri,pan,2009,36
eri,pan,2010,36
eri,pan,2011,45
eri,pan,2012,41
eri,pan,2013,40
eri,pan,2014,39
eri,pan,2015,39
eri,pan,2016,39
eri,pan,2017,39
eri,pan,2018,39
eri,per,2015,1
eri,per,2016,1
eri,phl,2004,2
eri,phl,2005,2
eri,phl,2006,2
eri,phl,2007,2
eri,phl,2008,2
eri,phl,2009,1
eri,phl,2010,1
eri,phl,2011,1
eri,phl,2012,1
eri,phl,2013,3
eri,phl,2014,5
eri,phl,2015,12
eri,phl,2016,20
eri,phl,2017,16
eri,phl,2018,22
eri,pol,2002,1
eri,pol,2003,1
eri,pol,2004,1
eri,pol,2005,1
eri,pol,2006,2
eri,pol,2007,2
eri,pol,2008,2
eri,pol,2009,2
eri,pol,2010,3
eri,pol,2011,15
eri,pol,2012,18
eri,pol,2013,19
eri,pol,2014,23
eri,pol,2015,28
eri,pol,2016,29
eri,pol,2017,30
eri,pol,2018,31
eri,prt,2006,4
eri,prt,2007,4
eri,prt,2008,11
eri,prt,2009,17
eri,prt,2010,23
eri,prt,2011,22
eri,prt,2012,24
eri,prt,2013,29
eri,prt,2014,33
eri,prt,2015,38
eri,prt,2016,159
eri,prt,2017,140
eri,prt,2018,188
eri,qat,2002,2
eri,qat,2003,2
eri,qat,2005,1
eri,qat,2006,2
eri,qat,2007,2
eri,qat,2008,2
eri,qat,2016,4
eri,qat,2017,4
eri,rou,2006,5
eri,rou,2007,3
eri,rou,2008,3
eri,rou,2009,3
eri,rou,2010,3
eri,rou,2011,4
eri,rou,2012,17
eri,rou,2013,10
eri,rou,2014,10
eri,rou,2015,3
eri,rou,2016,34
eri,rou,2017,53
eri,rou,2018,59
eri,rus,2007,7
eri,rus,2008,8
eri,rus,2009,12
eri,rus,2010,13
eri,rus,2011,8
eri,rus,2012,5
eri,rus,2013,3
eri,rus,2014,5
eri,rus,2015,3
eri,rus,2016,2
eri,rus,2018,5
eri,rwa,2000,2
eri,rwa,2001,3
eri,rwa,2002,2
eri,rwa,2003,2
eri,rwa,2004,2
eri,rwa,2005,1
eri,rwa,2006,2
eri,rwa,2007,4
eri,rwa,2008,4
eri,rwa,2009,1
eri,rwa,2010,1
eri,rwa,2011,1
eri,rwa,2012,2
eri,rwa,2013,2
eri,rwa,2014,2
eri,rwa,2015,2
eri,rwa,2016,13
eri,rwa,2017,13
eri,rwa,2018,5
eri,sau,2003,26
eri,sau,2004,71
eri,sau,2005,263
eri,sau,2006,428
eri,sau,2007,421
eri,sau,2008,386
eri,sau,2009,380
eri,sau,2010,381
eri,sau,2011,379
eri,sau,2012,379
eri,sau,2013,379
eri,sau,2014,376
eri,sau,2015,35
eri,sau,2016,35
eri,sau,2017,36
eri,sau,2018,37
eri,sdn,1991,500000
eri,sdn,1992,572600
eri,sdn,1993,424500
eri,sdn,1994,428001
eri,sdn,1995,303795
eri,sdn,1996,328307
eri,sdn,1997,315730
eri,sdn,1998,347358
eri,sdn,1999,343348
eri,sdn,2000,418735
eri,sdn,2001,357287
eri,sdn,2002,347888
eri,sdn,2003,139767
eri,sdn,2004,158294
eri,sdn,2005,153021
eri,sdn,2006,157645
eri,sdn,2007,163496
eri,sdn,2008,127151
eri,sdn,2009,115911
eri,sdn,2010,106193
eri,sdn,2011,102946
eri,sdn,2012,114874
eri,sdn,2013,112125
eri,sdn,2014,110312
eri,sdn,2015,100970
eri,sdn,2016,107176
eri,sdn,2017,113215
eri,sdn,2018,121038
eri,sen,2010,8
eri,sen,2011,11
eri,sen,2012,3
eri,sen,2014,2
eri,sen,2015,2
eri,sen,2016,3
eri,sen,2018,13
eri,serbia_kosovo,2002,2
eri,serbia_kosovo,2003,1
eri,serbia_kosovo,2004,1
eri,serbia_kosovo,2005,1
eri,serbia_kosovo,2011,4
eri,serbia_kosovo,2012,33
eri,serbia_kosovo,2013,44
eri,serbia_kosovo,2014,48
eri,serbia_kosovo,2015,1
eri,serbia_kosovo,2016,1
eri,sle,2012,5
eri,sle,2013,5
eri,sle,2014,1
eri,sle,2015,1
eri,slv,2007,5
eri,som,1996,4
eri,som,1998,4
eri,som,2000,1
eri,som,2001,4
eri,som,2002,14
eri,som,2003,16
eri,som,2004,15
eri,som,2005,20
eri,som,2006,15
eri,som,2007,55
eri,som,2008,68
eri,som,2009,64
eri,som,2010,62
eri,som,2011,63
eri,som,2012,69
eri,som,2013,74
eri,som,2014,59
eri,som,2015,67
eri,som,2016,70
eri,som,2017,86
eri,som,2018,90
eri,ssd,2012,8
eri,ssd,2013,4
eri,ssd,2014,17
eri,ssd,2015,169
eri,ssd,2016,896
eri,ssd,2017,1376
eri,ssd,2018,1982
eri,svk,2001,4
eri,svk,2012,1
eri,svk,2013,13
