asylum_residence,displacement_type,time,displaced_population
afg,returned_idps,2012,18830.0
afg,returned_idps,2013,21830.0
afg,returned_idps,2015,123653.0
afg,returned_idps,2017,32649.0
afg,returned_idps,2018,73527.0
afg,returned_refugees,1994,18326.0
afg,returned_refugees,1995,1338.0
afg,returned_refugees,1996,1383.0
afg,returned_refugees,1997,10257.0
afg,returned_refugees,1998,1194.0
afg,returned_refugees,1999,63.0
afg,returned_refugees,2000,25.0
afg,returned_refugees,2005,2.0
afg,returned_refugees,2009,1.0
afg,returned_refugees,2011,3448.0
afg,returned_refugees,2017,60545.0
afg,returned_refugees,2018,16220.0
ago,asylum_seekers,2000,883.0
ago,asylum_seekers,2001,902.0
ago,asylum_seekers,2002,928.0
ago,asylum_seekers,2003,1006.0
ago,asylum_seekers,2004,929.0
ago,asylum_seekers,2005,885.0
ago,asylum_seekers,2006,1588.0
ago,asylum_seekers,2007,2921.0
ago,asylum_seekers,2008,3185.0
ago,asylum_seekers,2009,4241.0
ago,asylum_seekers,2010,4241.0
ago,asylum_seekers,2011,3167.0
ago,asylum_seekers,2012,20336.0
ago,asylum_seekers,2013,20040.0
ago,asylum_seekers,2014,30212.0
ago,asylum_seekers,2015,30143.0
ago,asylum_seekers,2016,30143.0
ago,asylum_seekers,2017,30131.0
ago,asylum_seekers,2018,30128.0
ago,internally_displaced_persons,1993,88000.0
ago,internally_displaced_persons,1994,303800.0
ago,internally_displaced_persons,2000,257508.0
ago,internally_displaced_persons,2001,202000.0
ago,internally_displaced_persons,2002,188728.0
ago,others_of_concern,2009,14479.0
ago,refugees,1976,10000.0
ago,refugees,1977,235000.0
ago,refugees,1978,141550.0
ago,refugees,1979,66000.0
ago,refugees,1980,75000.0
ago,refugees,1981,91700.0
ago,refugees,1982,96280.0
ago,refugees,1983,96280.0
ago,refugees,1984,92260.0
ago,refugees,1985,91520.0
ago,refugees,1986,92250.0
ago,refugees,1987,91210.0
ago,refugees,1988,90350.0
ago,refugees,1989,12899.0
ago,refugees,1990,11557.0
ago,refugees,1991,11022.0
ago,refugees,1992,11002.0
ago,refugees,1993,10878.0
ago,refugees,1994,10686.0
ago,refugees,1995,10884.0
ago,refugees,1996,9381.0
ago,refugees,1997,9364.0
ago,refugees,1998,10605.0
ago,refugees,1999,13071.0
ago,refugees,2000,12086.0
ago,refugees,2001,12250.0
ago,refugees,2002,12250.0
ago,refugees,2003,13382.0
ago,refugees,2004,13970.0
ago,refugees,2005,13984.0
ago,refugees,2006,13090.0
ago,refugees,2007,12069.0
ago,refugees,2008,12710.0
ago,refugees,2009,14734.0
ago,refugees,2010,15155.0
ago,refugees,2011,16223.0
ago,refugees,2012,23413.0
ago,refugees,2013,23783.0
ago,refugees,2014,15474.0
ago,refugees,2015,15555.0
ago,refugees,2016,15555.0
ago,refugees,2017,41117.0
ago,refugees,2018,39856.0
ago,returned_idps,2002,13272.0
ago,returned_refugees,1978,107640.0
ago,returned_refugees,1979,80550.0
ago,returned_refugees,1983,2600.0
ago,returned_refugees,1984,6870.0
ago,returned_refugees,1987,940.0
ago,returned_refugees,1988,50.0
ago,returned_refugees,1991,2100.0
ago,returned_refugees,1993,149.0
ago,returned_refugees,1994,508.0
ago,returned_refugees,1995,923.0
ago,returned_refugees,1996,588.0
ago,returned_refugees,1997,2.0
ago,returned_refugees,1998,10.0
ago,returned_refugees,1999,4.0
ago,returned_refugees,2000,546.0
ago,returned_refugees,2001,1.0
ago,returned_refugees,2002,2.0
ago,returned_refugees,2003,2.0
ago,returned_refugees,2004,4.0
ago,returned_refugees,2005,45.0
ago,returned_refugees,2009,1.0
ago,returned_refugees,2011,1.0
ago,returned_refugees,2012,1.0
ago,returned_refugees,2013,8.0
ago,returned_refugees,2015,2.0
ago,returned_refugees,2016,10.0
aia,refugees,2015,1.0
aia,refugees,2016,1.0
alb,asylum_seekers,2000,4.0
alb,asylum_seekers,2001,71.0
alb,asylum_seekers,2002,52.0
alb,asylum_seekers,2003,93.0
alb,asylum_seekers,2004,36.0
alb,asylum_seekers,2005,35.0
alb,asylum_seekers,2006,36.0
alb,asylum_seekers,2007,22.0
alb,asylum_seekers,2008,22.0
alb,asylum_seekers,2009,20.0
alb,asylum_seekers,2010,23.0
alb,asylum_seekers,2011,24.0
alb,asylum_seekers,2012,28.0
alb,asylum_seekers,2013,228.0
alb,asylum_seekers,2014,485.0
alb,asylum_seekers,2015,830.0
alb,asylum_seekers,2016,2752.0
alb,asylum_seekers,2017,32.0
alb,asylum_seekers,2018,149.0
alb,others_of_concern,2017,2719.0
alb,others_of_concern,2018,76.0
alb,refugees,1992,3000.0
alb,refugees,1993,3000.0
alb,refugees,1994,3000.0
alb,refugees,1995,4720.0
alb,refugees,1996,4925.0
alb,refugees,1997,30.0
alb,refugees,1998,22332.0
alb,refugees,1999,3930.0
alb,refugees,2000,523.0
alb,refugees,2001,292.0
alb,refugees,2002,17.0
alb,refugees,2003,26.0
alb,refugees,2004,51.0
alb,refugees,2005,56.0
alb,refugees,2006,56.0
alb,refugees,2007,77.0
alb,refugees,2008,65.0
alb,refugees,2009,70.0
alb,refugees,2010,76.0
alb,refugees,2011,82.0
alb,refugees,2012,86.0
alb,refugees,2013,93.0
alb,refugees,2014,104.0
alb,refugees,2015,104.0
alb,refugees,2016,138.0
alb,refugees,2017,101.0
alb,refugees,2018,107.0
alb,returned_refugees,1996,1.0
alb,returned_refugees,1999,435790.0
alb,returned_refugees,2000,147.0
alb,returned_refugees,2001,4839.0
alb,returned_refugees,2002,16.0
alb,returned_refugees,2003,3.0
alb,returned_refugees,2004,5.0
alb,returned_refugees,2005,1.0
alb,returned_refugees,2006,1.0
alb,returned_refugees,2008,6.0
alb,returned_refugees,2009,1.0
alb,returned_refugees,2012,3.0
alb,returned_refugees,2013,3.0
alb,returned_refugees,2015,1.0
alb,stateless_persons,2012,7443.0
alb,stateless_persons,2013,7443.0
alb,stateless_persons,2014,7443.0
alb,stateless_persons,2015,7442.0
alb,stateless_persons,2016,4921.0
alb,stateless_persons,2017,4460.0
alb,stateless_persons,2018,4160.0
are,asylum_seekers,2000,335.0
are,asylum_seekers,2001,361.0
are,asylum_seekers,2002,277.0
are,asylum_seekers,2003,63.0
are,asylum_seekers,2004,52.0
are,asylum_seekers,2005,79.0
are,asylum_seekers,2006,32.0
are,asylum_seekers,2007,64.0
are,asylum_seekers,2008,65.0
are,asylum_seekers,2009,76.0
are,asylum_seekers,2010,86.0
are,asylum_seekers,2011,45.0
are,asylum_seekers,2012,91.0
are,asylum_seekers,2013,77.0
are,asylum_seekers,2014,216.0
are,asylum_seekers,2015,421.0
are,asylum_seekers,2016,612.0
are,asylum_seekers,2017,1877.0
are,asylum_seekers,2018,6495.0
are,others_of_concern,2017,4.0
are,others_of_concern,2018,97.0
are,refugees,1968,300.0
are,refugees,1969,300.0
are,refugees,1971,870.0
are,refugees,1972,870.0
are,refugees,1973,3200.0
are,refugees,1974,1200.0
are,refugees,1976,4000.0
are,refugees,1977,390.0
are,refugees,1978,390.0
are,refugees,1979,590.0
are,refugees,1980,2490.0
are,refugees,1981,6090.0
are,refugees,1982,3690.0
are,refugees,1983,4090.0
are,refugees,1984,5170.0
are,refugees,1985,26350.0
are,refugees,1989,70.0
are,refugees,1993,433.0
are,refugees,1994,381.0
are,refugees,1995,407.0
are,refugees,1996,464.0
are,refugees,1997,519.0
are,refugees,1998,529.0
are,refugees,1999,501.0
are,refugees,2000,562.0
are,refugees,2001,556.0
are,refugees,2002,163.0
are,refugees,2003,160.0
are,refugees,2004,105.0
are,refugees,2005,104.0
are,refugees,2006,174.0
are,refugees,2007,159.0
are,refugees,2008,209.0
are,refugees,2009,279.0
are,refugees,2010,538.0
are,refugees,2011,677.0
are,refugees,2012,631.0
are,refugees,2013,603.0
are,refugees,2014,417.0
are,refugees,2015,663.0
are,refugees,2016,895.0
are,refugees,2017,878.0
are,refugees,2018,1147.0
are,returned_refugees,1994,100.0
are,returned_refugees,1995,17.0
are,returned_refugees,1996,25.0
are,returned_refugees,2003,232.0
are,returned_refugees,2009,570.0
are,returned_refugees,2011,1285.0
are,returned_refugees,2012,1495.0
are,returned_refugees,2013,835.0
are,returned_refugees,2014,431.0
are,returned_refugees,2015,169.0
arg,asylum_seekers,2000,1274.0
arg,asylum_seekers,2001,1543.0
arg,asylum_seekers,2002,1542.0
arg,asylum_seekers,2003,1211.0
arg,asylum_seekers,2004,990.0
arg,asylum_seekers,2005,825.0
arg,asylum_seekers,2006,867.0
arg,asylum_seekers,2007,1087.0
arg,asylum_seekers,2008,730.0
arg,asylum_seekers,2009,750.0
arg,asylum_seekers,2010,947.0
arg,asylum_seekers,2011,1217.0
arg,asylum_seekers,2012,1921.0
arg,asylum_seekers,2013,916.0
arg,asylum_seekers,2014,861.0
arg,asylum_seekers,2015,1077.0
arg,asylum_seekers,2016,3991.0
arg,asylum_seekers,2017,4100.0
arg,asylum_seekers,2018,6068.0
arg,others_of_concern,2016,181.0
arg,others_of_concern,2017,56969.0
arg,others_of_concern,2018,127562.0
arg,refugees,1969,32000.0
arg,refugees,1970,35000.0
arg,refugees,1971,34000.0
arg,refugees,1972,33000.0
arg,refugees,1973,37000.0
arg,refugees,1974,47000.0
arg,refugees,1975,46000.0
arg,refugees,1976,41010.0
arg,refugees,1977,35000.0
arg,refugees,1978,26390.0
arg,refugees,1979,27050.0
arg,refugees,1980,26460.0
arg,refugees,1981,26500.0
arg,refugees,1982,11500.0
arg,refugees,1983,11500.0
arg,refugees,1984,11500.0
arg,refugees,1985,14000.0
arg,refugees,1986,14000.0
arg,refugees,1987,13580.0
arg,refugees,1988,13578.0
arg,refugees,1989,12634.0
arg,refugees,1990,11735.0
arg,refugees,1991,11529.0
arg,refugees,1992,11515.0
arg,refugees,1993,11636.0
arg,refugees,1994,11901.0
arg,refugees,1995,10314.0
arg,refugees,1996,10430.0
arg,refugees,1997,10522.0
arg,refugees,1998,2270.0
arg,refugees,1999,2345.0
arg,refugees,2000,2396.0
arg,refugees,2001,2396.0
arg,refugees,2002,2439.0
arg,refugees,2003,2642.0
arg,refugees,2004,2916.0
arg,refugees,2005,3074.0
arg,refugees,2006,3158.0
arg,refugees,2007,3263.0
arg,refugees,2008,2845.0
arg,refugees,2009,3230.0
arg,refugees,2010,3276.0
arg,refugees,2011,3361.0
arg,refugees,2012,3488.0
arg,refugees,2013,3362.0
arg,refugees,2014,3498.0
arg,refugees,2015,3207.0
arg,refugees,2016,3293.0
arg,refugees,2017,3299.0
arg,refugees,2018,3402.0
arg,returned_refugees,1978,530.0
arg,returned_refugees,1979,560.0
arg,returned_refugees,1980,60.0
arg,returned_refugees,1981,70.0
arg,returned_refugees,1982,130.0
arg,returned_refugees,1985,1300.0
arg,returned_refugees,1987,210.0
arg,returned_refugees,1988,390.0
arg,returned_refugees,1989,1060.0
arg,returned_refugees,1990,1550.0
arg,returned_refugees,1991,810.0
arg,returned_refugees,1992,570.0
arg,returned_refugees,1993,382.0
arg,returned_refugees,1994,978.0
arg,returned_refugees,1995,305.0
arg,returned_refugees,1996,96.0
arg,returned_refugees,1998,5.0
arg,returned_refugees,1999,25.0
arg,returned_refugees,2000,1.0
arg,returned_refugees,2002,29.0
arg,returned_refugees,2003,11.0
arg,returned_refugees,2004,8.0
arg,returned_refugees,2005,2.0
arg,returned_refugees,2006,20.0
arg,returned_refugees,2008,5.0
arg,returned_refugees,2009,6.0
arg,returned_refugees,2015,9.0
arm,asylum_seekers,2001,1.0
arm,asylum_seekers,2002,3.0
arm,asylum_seekers,2003,36.0
arm,asylum_seekers,2004,68.0
arm,asylum_seekers,2005,70.0
arm,asylum_seekers,2006,78.0
arm,asylum_seekers,2007,98.0
arm,asylum_seekers,2008,171.0
arm,asylum_seekers,2009,39.0
arm,asylum_seekers,2010,23.0
arm,asylum_seekers,2011,25.0
arm,asylum_seekers,2012,383.0
arm,asylum_seekers,2013,77.0
arm,asylum_seekers,2014,71.0
arm,asylum_seekers,2015,66.0
arm,asylum_seekers,2016,82.0
arm,asylum_seekers,2017,59.0
arm,asylum_seekers,2018,105.0
arm,internally_displaced_persons,1993,77000.0
arm,internally_displaced_persons,1994,72000.0
arm,internally_displaced_persons,1995,72000.0
arm,internally_displaced_persons,1996,72000.0
arm,internally_displaced_persons,1997,72000.0
arm,others_of_concern,2009,82231.0
arm,others_of_concern,2010,82519.0
arm,others_of_concern,2011,82938.0
arm,others_of_concern,2012,5500.0
arm,refugees,1992,300000.0
arm,refugees,1993,334000.0
arm,refugees,1994,304039.0
arm,refugees,1995,218950.0
arm,refugees,1996,218950.0
arm,refugees,1997,219000.0
arm,refugees,1998,310012.0
arm,refugees,1999,296216.0
arm,refugees,2000,280591.0
arm,refugees,2001,264337.0
arm,refugees,2002,247550.0
arm,refugees,2003,239289.0
arm,refugees,2004,235235.0
arm,refugees,2005,219550.0
arm,refugees,2006,113714.0
arm,refugees,2007,4566.0
arm,refugees,2008,3953.0
arm,refugees,2009,3607.0
arm,refugees,2010,3296.0
arm,refugees,2011,2918.0
arm,refugees,2012,2854.0
arm,refugees,2013,13732.0
arm,refugees,2014,17640.0
arm,refugees,2015,19319.0
arm,refugees,2016,17886.0
arm,refugees,2017,17963.0
arm,refugees,2018,17956.0
arm,returned_refugees,1994,30000.0
arm,returned_refugees,1995,43500.0
arm,returned_refugees,2008,1.0
arm,returned_refugees,2013,1.0
arm,stateless_persons,2010,6.0
arm,stateless_persons,2011,11.0
arm,stateless_persons,2012,35.0
arm,stateless_persons,2013,180.0
arm,stateless_persons,2014,206.0
arm,stateless_persons,2015,311.0
arm,stateless_persons,2016,512.0
arm,stateless_persons,2017,773.0
arm,stateless_persons,2018,848.0
atg,asylum_seekers,2013,1.0
atg,refugees,2015,15.0
atg,refugees,2016,4.0
atg,returned_refugees,2007,4.0
aus,asylum_seekers,2000,10894.0
aus,asylum_seekers,2001,11582.0
aus,asylum_seekers,2002,7291.0
aus,asylum_seekers,2003,3021.0
aus,asylum_seekers,2004,5022.0
aus,asylum_seekers,2005,1822.0
aus,asylum_seekers,2006,1420.0
aus,asylum_seekers,2007,1516.0
aus,asylum_seekers,2008,2159.0
aus,asylum_seekers,2009,2350.0
aus,asylum_seekers,2010,3760.0
aus,asylum_seekers,2011,5242.0
aus,asylum_seekers,2012,11051.0
aus,asylum_seekers,2013,13559.0
aus,asylum_seekers,2014,21518.0
aus,asylum_seekers,2015,20677.0
aus,asylum_seekers,2016,29590.0
aus,asylum_seekers,2017,47896.0
aus,asylum_seekers,2018,60598.0
aus,refugees,1951,180000.0
aus,refugees,1965,40000.0
aus,refugees,1966,40000.0
aus,refugees,1967,44000.0
aus,refugees,1968,43000.0
aus,refugees,1969,42000.0
aus,refugees,1970,42000.0
aus,refugees,1978,304000.0
aus,refugees,1979,304000.0
aus,refugees,1980,304000.0
aus,refugees,1981,317000.0
aus,refugees,1982,317000.0
aus,refugees,1983,317000.0
aus,refugees,1984,89000.0
aus,refugees,1985,89000.0
aus,refugees,1986,85900.0
aus,refugees,1987,87600.0
aus,refugees,1988,90970.0
aus,refugees,1989,97915.0
aus,refugees,1990,97915.0
aus,refugees,1991,53117.0
aus,refugees,1992,52604.0
aus,refugees,1993,53505.0
aus,refugees,1994,57575.0
aus,refugees,1995,62145.0
aus,refugees,1996,67313.0
aus,refugees,1997,66074.0
aus,refugees,1998,69745.0
aus,refugees,1999,64918.0
aus,refugees,2000,60246.0
aus,refugees,2001,57895.0
aus,refugees,2002,59436.0
aus,refugees,2003,56258.0
aus,refugees,2004,63476.0
aus,refugees,2005,64964.0
aus,refugees,2006,68948.0
aus,refugees,2007,22164.0
aus,refugees,2008,20919.0
aus,refugees,2009,22548.0
aus,refugees,2010,21805.0
aus,refugees,2011,23434.0
aus,refugees,2012,30083.0
aus,refugees,2013,34503.0
aus,refugees,2014,35582.0
aus,refugees,2015,36917.0
aus,refugees,2016,42188.0
aus,refugees,2017,48427.0
aus,refugees,2018,56859.0
aus,returned_refugees,1981,2.0
aus,returned_refugees,1993,200.0
aus,returned_refugees,1994,73.0
aus,returned_refugees,1995,51.0
aus,returned_refugees,1996,54.0
aus,returned_refugees,1998,1.0
aus,returned_refugees,1999,3450.0
aus,returned_refugees,2000,870.0
aus,returned_refugees,2002,292.0
aus,returned_refugees,2003,111.0
aus,returned_refugees,2004,10.0
aus,returned_refugees,2005,8.0
aus,returned_refugees,2006,16.0
aus,returned_refugees,2007,15.0
aus,returned_refugees,2008,11.0
aus,returned_refugees,2009,6.0
aus,returned_refugees,2010,15.0
aus,returned_refugees,2011,685.0
aus,returned_refugees,2012,663.0
aus,returned_refugees,2013,346.0
aus,returned_refugees,2014,1.0
aus,stateless_persons,2017,52.0
aus,stateless_persons,2018,132.0
aut,asylum_seekers,2000,9945.0
aut,asylum_seekers,2001,15187.0
aut,asylum_seekers,2002,29494.0
aut,asylum_seekers,2003,33564.0
aut,asylum_seekers,2004,38262.0
aut,asylum_seekers,2005,40710.0
aut,asylum_seekers,2006,42396.0
aut,asylum_seekers,2007,38442.0
aut,asylum_seekers,2008,36693.0
aut,asylum_seekers,2009,32146.0
aut,asylum_seekers,2010,25625.0
aut,asylum_seekers,2011,24480.0
aut,asylum_seekers,2012,22429.0
aut,asylum_seekers,2013,22745.0
aut,asylum_seekers,2014,30900.0
aut,asylum_seekers,2015,80075.0
aut,asylum_seekers,2016,76409.0
aut,asylum_seekers,2017,56277.0
aut,asylum_seekers,2018,37317.0
aut,refugees,1951,282000.0
aut,refugees,1952,238200.0
aut,refugees,1953,215200.0
aut,refugees,1954,150000.0
aut,refugees,1955,110000.0
aut,refugees,1956,140000.0
aut,refugees,1957,68000.0
aut,refugees,1958,53000.0
aut,refugees,1959,44000.0
aut,refugees,1960,39000.0
aut,refugees,1961,34000.0
aut,refugees,1962,30000.0
aut,refugees,1963,27000.0
aut,refugees,1964,25000.0
aut,refugees,1965,25000.0
aut,refugees,1966,24500.0
aut,refugees,1967,24000.0
aut,refugees,1968,24000.0
aut,refugees,1969,25000.0
aut,refugees,1970,25300.0
aut,refugees,1971,25000.0
aut,refugees,1972,25000.0
aut,refugees,1973,25000.0
aut,refugees,1974,25000.0
aut,refugees,1975,20000.0
aut,refugees,1976,25000.0
aut,refugees,1977,20000.0
aut,refugees,1978,20000.0
aut,refugees,1979,25000.0
aut,refugees,1980,15525.0
aut,refugees,1981,17899.0
aut,refugees,1982,34963.0
aut,refugees,1983,37298.0
aut,refugees,1984,39099.0
aut,refugees,1985,40534.0
aut,refugees,1986,41176.0
aut,refugees,1987,41228.0
aut,refugees,1988,39830.0
aut,refugees,1989,39405.0
aut,refugees,1990,34938.0
aut,refugees,1991,34508.0
aut,refugees,1992,62355.0
aut,refugees,1993,57687.0
aut,refugees,1994,40703.0
aut,refugees,1995,34385.0
aut,refugees,1996,89116.0
aut,refugees,1997,84394.0
aut,refugees,1998,80300.0
aut,refugees,1999,82081.0
aut,refugees,2000,15492.0
aut,refugees,2001,14390.0
aut,refugees,2002,14130.0
aut,refugees,2003,16109.0
aut,refugees,2004,17795.0
aut,refugees,2005,21230.0
aut,refugees,2006,25486.0
aut,refugees,2007,30773.0
aut,refugees,2008,37557.0
aut,refugees,2009,38906.0
aut,refugees,2010,42630.0
aut,refugees,2011,47073.0
aut,refugees,2012,51730.0
aut,refugees,2013,55598.0
aut,refugees,2014,60747.0
aut,refugees,2015,72216.0
aut,refugees,2016,93250.0
aut,refugees,2017,115213.0
aut,refugees,2018,128689.0
aut,returned_refugees,1993,5.0
aut,returned_refugees,1994,34.0
aut,returned_refugees,1996,4000.0
aut,returned_refugees,1997,4000.0
aut,returned_refugees,1998,794.0
aut,returned_refugees,1999,4117.0
aut,returned_refugees,2000,1643.0
aut,returned_refugees,2001,516.0
aut,returned_refugees,2002,1035.0
aut,returned_refugees,2003,778.0
aut,returned_refugees,2004,230.0
aut,returned_refugees,2005,330.0
aut,returned_refugees,2006,584.0
aut,returned_refugees,2007,306.0
aut,returned_refugees,2008,299.0
aut,returned_refugees,2009,982.0
aut,returned_refugees,2010,69.0
aut,returned_refugees,2011,29.0
aut,returned_refugees,2012,11.0
aut,returned_refugees,2013,9.0
aut,returned_refugees,2014,366.0
aut,returned_refugees,2015,144.0
aut,stateless_persons,2004,524.0
aut,stateless_persons,2005,500.0
aut,stateless_persons,2006,501.0
aut,stateless_persons,2007,472.0
aut,stateless_persons,2008,464.0
aut,stateless_persons,2009,523.0
aut,stateless_persons,2010,401.0
aut,stateless_persons,2011,464.0
aut,stateless_persons,2012,542.0
aut,stateless_persons,2013,604.0
aut,stateless_persons,2014,570.0
aut,stateless_persons,2015,828.0
aut,stateless_persons,2016,937.0
aut,stateless_persons,2017,1003.0
aut,stateless_persons,2018,1062.0
aze,asylum_seekers,2000,3376.0
aze,asylum_seekers,2001,6551.0
aze,asylum_seekers,2002,8116.0
aze,asylum_seekers,2003,8805.0
aze,asylum_seekers,2004,1231.0
aze,asylum_seekers,2005,115.0
aze,asylum_seekers,2006,88.0
aze,asylum_seekers,2007,75.0
aze,asylum_seekers,2008,41.0
aze,asylum_seekers,2009,46.0
aze,asylum_seekers,2010,17.0
aze,asylum_seekers,2011,48.0
aze,asylum_seekers,2012,135.0
aze,asylum_seekers,2013,278.0
aze,asylum_seekers,2014,394.0
aze,asylum_seekers,2015,220.0
aze,asylum_seekers,2016,230.0
aze,asylum_seekers,2017,114.0
aze,asylum_seekers,2018,199.0
aze,internally_displaced_persons,1993,778000.0
aze,internally_displaced_persons,1994,663100.0
aze,internally_displaced_persons,1995,622100.0
aze,internally_displaced_persons,1996,549030.0
aze,internally_displaced_persons,1997,551077.0
aze,internally_displaced_persons,1998,576321.0
aze,internally_displaced_persons,1999,569550.0
aze,internally_displaced_persons,2000,572451.0
aze,internally_displaced_persons,2001,572955.0
aze,internally_displaced_persons,2002,577179.0
aze,internally_displaced_persons,2003,575609.0
aze,internally_displaced_persons,2004,578545.0
aze,internally_displaced_persons,2005,578545.0
aze,internally_displaced_persons,2006,686586.0
aze,internally_displaced_persons,2007,686586.0
aze,internally_displaced_persons,2008,603251.0
aze,internally_displaced_persons,2009,586013.0
aze,internally_displaced_persons,2010,592860.0
aze,internally_displaced_persons,2011,599192.0
aze,internally_displaced_persons,2012,600336.0
aze,internally_displaced_persons,2013,609029.0
aze,internally_displaced_persons,2014,622892.0
aze,internally_displaced_persons,2015,618220.0
aze,internally_displaced_persons,2016,613129.0
aze,internally_displaced_persons,2017,612785.0
aze,internally_displaced_persons,2018,620422.0
aze,others_of_concern,2000,51649.0
aze,others_of_concern,2001,7427.0
aze,others_of_concern,2002,2461.0
aze,others_of_concern,2003,430.0
aze,others_of_concern,2004,430.0
aze,others_of_concern,2005,327.0
aze,others_of_concern,2006,395.0
aze,others_of_concern,2007,431.0
aze,others_of_concern,2008,472.0
aze,others_of_concern,2009,510.0
aze,refugees,1992,246000.0
aze,refugees,1993,228840.0
aze,refugees,1994,231635.0
aze,refugees,1995,233682.0
aze,refugees,1996,233692.0
aze,refugees,1997,233715.0
aze,refugees,1998,221635.0
aze,refugees,1999,221643.0
aze,refugees,2000,287.0
aze,refugees,2001,367.0
aze,refugees,2002,458.0
aze,refugees,2003,326.0
aze,refugees,2004,8606.0
aze,refugees,2005,3004.0
aze,refugees,2006,2618.0
aze,refugees,2007,2352.0
aze,refugees,2008,2061.0
aze,refugees,2009,1642.0
aze,refugees,2010,1891.0
aze,refugees,2011,1730.0
aze,refugees,2012,1468.0
aze,refugees,2013,1380.0
aze,refugees,2014,1299.0
aze,refugees,2015,1278.0
aze,refugees,2016,1193.0
aze,refugees,2017,1115.0
aze,refugees,2018,1120.0
aze,returned_refugees,2000,27.0
aze,returned_refugees,2002,19.0
aze,returned_refugees,2003,25.0
aze,returned_refugees,2004,3.0
aze,returned_refugees,2005,22.0
aze,returned_refugees,2006,36.0
aze,returned_refugees,2007,76.0
aze,returned_refugees,2008,31.0
aze,returned_refugees,2009,9.0
aze,returned_refugees,2010,31.0
aze,returned_refugees,2011,23.0
aze,returned_refugees,2012,2.0
aze,returned_refugees,2013,18.0
